Triamcinolone Lotion,emotional hangover,cried,Hemorrhoid Cream,very fatigued,Joint Pain,migraine day,drank lots of water,Knackered,migraine yesterday,woke up without alarm,saw a movie,meditation,meditation ,Started period,Prednisone,nectarine,Flonase,Walked the Dogs,Diary,Iceburg Lettuce,on my feet a lot,hard time functioning,saw Adam,very hot,"Busy Day,  VBS prep",Busy VBS day,feeling sad,Busy VBS prep,trouble thinking,Anxious,butternut squash risotto,fatigued,day at home,unknown fructose content,kidney pain,Triamcinolone Cream,Hiking,meditated,Fish oil,bad sleep,last day of selenium,Emotionally Drained,Spotting,horseback riding,saw psychologist,had sex,Singing lesson,overslept,Fight with Vee,unproductive,went to movies,tired,Poorly ,don't care about anything,Broke VLCD,contact with parents,Headache,PTO,Warped Tour,alcohol,Worked Outside,Busy VBS evening,Sauna,dehydrated,"Ugh,  slow start",stayed up to late last night,exercise,Veggies,Humira,UTI,Upset,Vitamin C,Taco Bell,last day of period,forgot meal,Painting.,Projects,Rainy Day,Cried,studied,hydrocortisone suppository ,Lettuce,new environment,stressed,Late lunch,Cardio,toes very painful,Went to work,hiking,Angry,period,Dairy,restless,Regular Day,tidied,spinach,Painted,angry,Raided,walked the dogs,Antibiotics,Vets,Fructose,bad headache,self-harmed,Nasal Congestion,painful,happy,Doctor's Appointment,resting,Hangry,Book Club,a lot of muscle pain from washing my feet yesterday,jetlagged,"Busy VBS prep,  & painting",antibiotics,church ,Stressed,Fun,napped several times,sat outside,blood test,Tired,Exhausted,puppy training,std checkup,fructose ,blood work,Tylenol,Melatonin,little sleep,Gluten,Fingers dislocating,Encouraged about GI,napped,exhausted,upset,book club,2 Hr Nap,sad,Nap,first day of period,Fighting with Nate and Elizabeth,Interview,Inflamma-blox,Went out,trouble getting up,memories of Dorian,toes dislocating,Iceberg Lettuce,Ocella,foggy day,woke up with dry eye,nap,Fatigued,sick,fingers very painful,Couldn't be bothered with anything,feet tingly,with James H,depressed day,Neti Pot,muscle soreness,menstruating,Daytime nap,audition,fatigue,cleaning,Iron,fructose,Popcorn,yoga,Sad,weekend,no work,Car travel,archery,Short of Breath,Lots of work,good sleep,psychology,weights,Fishing,row
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,walked the dogs
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Antibiotics
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Vets
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Fructose
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,bad headache
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,self-harmed
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Nasal Congestion
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,painful
0.0,2.0,0.0,1.9294345165,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.95854419647,0.0,1.76258853914,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,0.0,0.151649114475,2.0,0.0,0.0,0.0,2.0,1.84983808934,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.22971681074,0.0,0.0,0.034919756445,0.0,,0.0,0.0,,0.0,0.0,0.0,1.68135180627,0.0,0.0,1.10137777622,0.0,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.148415790733,0.0,0.0,2.0,0.0,0.182580392388,0.0,0.00510692779349,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,,2.0,0.0,0.0,2.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986847445903,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.100383724456,0.0,2.0,0.0,2.0,1.86589772339,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.00770116551165,0.0,0.0,0.0,happy
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Doctor's Appointment
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resting
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Hangry
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Book Club
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,a lot of muscle pain from washing my feet yesterday
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,jetlagged
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Busy VBS prep,  & painting"
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,antibiotics
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church 
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Stressed
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Fun
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napped several times
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,sat outside
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,blood test
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Tired
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Exhausted
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,puppy training
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,std checkup
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,fructose 
