chicken wild rice soup,Phyical Therapy - stretches,Osteopathy,Ambien CR,tumeric extract,busy,excedrin migraine,sugar,Netflix day,normal sleep,Lazy day,Vitamin b complex,8 hours sleep,cuddled kitten,therapy session,siracha,THC,Allegra,Flexeril,Goth clubbing,home alone,shopping,Fish oil,Chocolate after 6pm,Rest,Soy Sauce,Zolmitriptan,Post-op ice device,Corticosteroids,Tretinoin,picnic,bed day,Fentanyl,bacon,drank wine,Butterbur,slept 7 hours,Claritin,Strattera,Relaxing,no sleep,skipped meals,Zofran,Clinda-derm,Hydroxyzine,Synthroid,12 hours sleep,lots of desk work,meds,Dexedrine,broken sleep,exercise,bubble and squeak roast,Superlong nap,Vitamin C,Vitamin B,listen to music ,ate salsa,Daytime nap,Gabapentin,Klonopin,Medication,severe pain,CBD,Zomig,flaxseed and fybogel,Vitamin b12,bed late,Vitamin d,Ice pack,Late lunch,no breakfast,hiking,buses,physical therapy,8.5 hours sleep,slept >12 hrs,acupuncture treatment,Acupuncture,ironing,Metformin,9 hours sleep,spinach,Went out on date,vacation,worked in garden,slept 11 hours,CoQ10,social gathering,Morphine,gluten,crafting,scary new shit,small breakfast,8.75 hours sleep,soy or tofu main dish eaten,Tranexamic acid,slimfast,Gardening,exercised,stool softener,not great sleep,banana,Allergy Shots,bbq,Zinc,Melatonin,soft drink,10.5 hours sleep,Dicyclomine,studied,Alcohol,allergy shot,slept 8 hours!,marijuana,Sunlight,Pantoprazole,birth control,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,cooked breakfast,new environment,eye ointment,lift x2,Ubiquinol,Valerian,Achy breaky rub,did some homework,Famotidine,beach,Benadryl,Enada,laundry,strapping of shoulder,Codeine,Astelin,Progesterone,mass transit,heating pads,Norco,Adderall,popcorn,Singulair,Montelukast,thai food,bone broth,long walk,row
2.0,,0.0,,,1.77931870614,,,,2.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,,,0.0,1.41436034761,2.0,0.651970919925,,,2.0,2.0,,,,,0.0,2.0,,1.27491323509,,,,2.0,,,,2.0,2.0,2.0,,,0.0,2.0,1.93047636031,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,1.3527545788,2.0,,2.0,,2.0,,,,,,,1.20372181083,2.0,2.0,,2.0,2.0,1.97852768945,,,,,1.95298994233,0.0,2.0,,,,,,,,,,,1.32038557611,2.0,2.0,2.0,Zolmitriptan
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Post-op ice device
2.0,,0.0,,,2.0,,,,,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,0.0,,,0.0,2.0,2.0,,,2.0,2.0,,,,,0.0,2.0,,0.0,,,,2.0,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0,2.0,,2.0,,2.0,,,,,,,0.0,2.0,2.0,,2.0,2.0,2.0,,,,,2.0,0.0,2.0,,,,,,,,,,,0.0,2.0,2.0,2.0,Corticosteroids
2.0,,0.0,,,1.24738324527,,,,0.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,1.41436034761,,0.0,,2.0,1.99742550026,,,2.0,2.0,,,,,0.0,2.0,,0.0110414747813,,,,2.0,,,,2.0,2.0,0.0,,,2.0,2.0,0.281025864315,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,0.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0022253914917,2.0,,2.0,,2.0,,,,,,,0.0245589979324,2.0,2.0,,2.0,2.0,0.406948634406,,,,,0.329352788731,0.0,2.0,,,,,,,,,,,0.00510659374337,2.0,2.0,2.0,Tretinoin
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,picnic
0.0,,2.0,,,0.683772233984,,,,2.0,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,0.651970919925,,2.0,1.99742550026,0.0,,,,0.0,0.0,,,,,2.0,0.0,,1.99703938928,,,,0.0,,,,0.0,0.0,2.0,,,0.0,0.0,1.6672818166,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,2.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,1.99998727217,0.0,,0.0,,0.0,,,,,,,1.98872470925,0.0,0.0,,0.0,0.0,1.53378593378,,,,,1.61572759533,2.0,0.0,,,,,,,,,,,1.99956986419,0.0,0.0,0.0,bed day
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fentanyl
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,bacon
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,drank wine
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,Butterbur
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,slept 7 hours
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Claritin
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Strattera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxing
2.0,,0.0,,,2.0,,,,,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,0.0,,0.0,0.0,2.0,2.0,,,2.0,2.0,,,,,,2.0,,0.0,,,,2.0,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0,2.0,,2.0,,2.0,,,,,,,0.0,2.0,2.0,,2.0,2.0,2.0,,,,,2.0,0.0,2.0,,,,,,,,,,,0.0,2.0,2.0,2.0,no sleep
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,skipped meals
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Zofran
2.0,,0.0,,,1.38823816719,,,,0.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,1.27491323509,,0.0,0.0110414747813,2.0,1.99703938928,,,2.0,2.0,,,,,0.0,2.0,,,,,,2.0,,,,2.0,2.0,0.0,,,2.0,2.0,0.39196368724,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,0.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.00336125001112,2.0,,2.0,,2.0,,,,,,,0.00268828233696,2.0,2.0,,2.0,2.0,0.532816205025,,,,,0.446683477094,0.0,2.0,,,,,,,,,,,0.00113442885502,2.0,2.0,2.0,Clinda-derm
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Hydroxyzine
,,,,2.0,,,,2.0,,,0.0,2.0,,0.0,2.0,,0.0,,0.0,,2.0,0.0,2.0,,,,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,2.0,,0.0,,,,,,0.0,,0.0,,,,,,,2.0,,,2.0,,,2.0,,,,,2.0,0.0,2.0,,2.0,0.0,,,2.0,,,,,,,,,0.0,,0.0,0.0,,2.0,,,,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,2.0,,,0.0,,,,,,2.0,0.0,,,,,Synthroid
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,12 hours sleep
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,lots of desk work
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,meds
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dexedrine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken sleep
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,exercise
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,bubble and squeak roast
,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,Superlong nap
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Vitamin C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin B
,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,2.0,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,listen to music 
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,ate salsa
0.0,,2.0,,0.0,0.504428662804,,,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,,2.0,2.0,2.0,0.0,0.734017473211,2.0,0.0,,0.0,1.93047636031,,2.0,0.281025864315,0.0,1.6672818166,,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,,0.39196368724,,2.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,,2.0,0.0,,,2.0,,0.0,,,,2.0,,1.21477515641,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1.25577037752,0.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.328968877009,0.0,,0.641747221371,0.0,0.0,,,2.0,2.0,2.0,2.0,0.451772566032,0.0,0.0,,0.0,0.0,0.0139923381564,,0.0,2.0,,0.00226004245785,2.0,0.690625477276,,,2.0,,,,,,0.0,2.0,0.354848284742,0.0,0.0,0.0,Daytime nap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabapentin
,,,0.0,2.0,,,,2.0,,,0.00151810961213,1.91668700468,0.0,0.0,2.0,0.0,0.00151810961213,,0.0,,2.0,0.000948765824099,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,0.00151810961213,0.00151810961213,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,0.00151810961213,,,,2.0,,,,,0.0,,2.0,0.000948765824099,0.0,0.00151810961213,0.0,,,,,0.0,2.0,,,2.0,,,1.89477645476,,,,,1.99819991395,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,0.00151810961213,0.00151810961213,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,0.00151810961213,0.00151810961213,0.00151810961213,,,,0.0,,,,,1.88294581628,0.00151810961213,,,,2.0,2.0,,0.00151810961213,,2.0,0.0,0.0,,2.0,0.00151810961213,,,,,Klonopin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medication
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,severe pain
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,CBD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomig
,,,2.0,,,,,,,,2.0,0.0,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,,,,,2.0,,,2.0,,,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,,0.0,,,,,,,0.0,,,,,,,2.0,,,,,2.0,2.0,,,,,2.0,,,,2.0,,,2.0,2.0,2.0,,,,2.0,,,,,0.0,2.0,,,,,0.0,,2.0,,0.0,2.0,2.0,,,2.0,,,,,flaxseed and fybogel
,,,0.0,2.0,,,,2.0,,,6.66400099374e-05,1.93322025661,0.0,0.0,2.0,0.0,6.66400099374e-05,,0.0,,2.0,-2.22044604925e-16,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,6.66400099374e-05,6.66400099374e-05,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,6.66400099374e-05,,,,2.0,,0.000948765824099,,,0.0,,2.0,,0.0,6.66400099374e-05,0.0,,,,,0.0,2.0,,,2.0,,,1.87448167135,,,,,1.99464094977,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,6.66400099374e-05,6.66400099374e-05,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,6.66400099374e-05,6.66400099374e-05,6.66400099374e-05,,,,0.0,,,,,1.9025538958,6.66400099374e-05,,,,2.0,2.0,,6.66400099374e-05,,2.0,0.0,0.0,,2.0,6.66400099374e-05,,,,,Vitamin b12
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,bed late
