Home physio exercises,Bunny snuggles,family,Cod liver oil,physical therapy,IVIG,snuggles,Prilosec,ironing,long shopping  trip,Osteopathy,sex,Lots of kitty love,cake,Beer,Lots of cleaning,Pantoprazole,aqua therapy,dozed,Went out on date,played video games,Metformin,Lots of travel,ate breakfast,snuggly cat,party,Vitamin D3,Prednisone,trying to clean the house,Citalopram,walked,travel,Zantac,met a new cat,bunny cuddles,cooking,Physio,Topiramate,Psyllium husk,long walk,ponstan,Puppies,drank alcohol,slept late,bbq,Paracatamol with codeine,Ranitidine,exercised,Excedrin,Ligament Restore,very active aqua class,stress,Progesterone,Vitamin B,Migraine herb feverfew tablets,slept in,Magnesium,Tranexamic acid,Bunny cuddles,swimming,Pokemon go,Daytime nap,popcorn,lots of walking,picnic,masturbated,Gardening,Went out on adventures,home alone,went swimming,Lazy day,Zomig,psychologist,not great sleep,worked in garden,climbed stairs,new environment,exercise,Late sleep,Methotrexate,had sex,Multi-vitamin,soft drink,pasta and veggies,Imodium,row
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,drank alcohol
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,slept late
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,bbq
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Paracatamol with codeine
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Ranitidine
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,exercised
,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,Excedrin
,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,Ligament Restore
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,very active aqua class
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,stress
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Progesterone
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Vitamin B
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,Migraine herb feverfew tablets
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,slept in
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Magnesium
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Tranexamic acid
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Bunny cuddles
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,swimming
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,Pokemon go
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Daytime nap
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,popcorn
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,lots of walking
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,picnic
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,masturbated
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,Gardening
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Went out on adventures
,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,home alone
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,went swimming
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,Lazy day
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,Zomig
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,,2.0,2.0,2.0,,2.0,2.0,,0.0,0.0,2.0,,2.0,psychologist
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,not great sleep
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,,0.0,,0.0,0.0,,2.0,2.0,0.0,,0.0,worked in garden
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,,0.0,climbed stairs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,new environment
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,,2.0,2.0,0.0,,0.0,exercise
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,,,2.0,2.0,0.0,,0.0,Late sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methotrexate
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,,0.0,2.0,,2.0,had sex
0.0,0.0,2.0,,2.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,2.0,,0.0,,2.0,,2.0,Multi-vitamin
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,,,0.0,soft drink
,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,pasta and veggies
2.0,2.0,0.0,,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,,,Imodium
